item_id_A,selected_item_id_B,best_candidate_item_id_B,best_candidate_name_A,best_candidate_name_B,final_verdict,manual_review_required,match_confidence,nonmatch_confidence,raw_match_evidence_score,raw_nonmatch_evidence_score,hard_veto,hard_veto_rules,functional_identity_similarity,identity_anchor_count,strong_support_count,positive_evidence_count,conflict_count,pair_support_score,runner_up_item_id_B,runner_up_support_score,runner_up_margin,retrieval_rank_of_best,candidate_count,modifier_asymmetry_count,same_brand,private_label_pair,brand_policy,quantity_similarity,educated_guess,educated_guess_item_id_B,decision_reason,_row_key_A,gpt_reviewed,final_safety_blocker,semantic_soft_resolved,gpt_reviewer_lean,gpt_reviewer_confidence,gpt_reason,gpt_choice,gpt_match_type,gpt_blocker,gpt_evidence
2195340,,109837,Dove Men+Care Antiperspirant Deodorant Stick Clean Comfort 2.7 oz (Pack of 2),"Dove Advanced Care Antiperspirant Deodorant, Original Clean, Twin Pack",REVIEW,True,0.123057,0.025192,0.484078,0,False,,0.613333,3,3,5,0,0.123057,113018,0,0.123057,3,3,1,True,False,SAME,0.45,MATCH,109837,NARROW_DECISION_BAND,1379,False,,,,,,,,,
1919511,,950470,Native Moisturizing Body Wash Shea Butter & Almond 18 fl oz,Native Premium Sandalwood & Shea Butter Body Wash,REVIEW,True,0.286135,0.025192,0.643959,0,False,,0.736,3,4,6,0,0.286135,110820,0.180339,0.105796,1,3,0,True,False,SAME,1.0,MATCH,950470,NARROW_DECISION_BAND,1385,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FLAVOR_SCENT_SHADE,CLEAR
1939016,,950630,"Dove Body Wash for Women Restoring Coconut & Cocoa Butter, 20 oz 2 Count","Dove Body Wash, Restore, Coconut + Cocoa Butter",REVIEW,True,0.277631,0.025192,0.637559,0,False,,0.766667,3,4,6,0,0.277631,107841,0,0.277631,1,3,0,True,False,SAME,-1.0,MATCH,950630,NARROW_DECISION_BAND,1392,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
1913794,,2684654,"Vicks PainQuil Pain Relief Acetaminophen 1000mg Max Strength Adult Pain Reliever Liquid 12oz, Backache Headache Relief, 1 Nighttime Pain Reliever + Sleep Aid",Vicks PainQuil Pain Relief + Sleep Aid Liquid Acetaminophen 1000mg,REVIEW,True,0.481897,0.025192,0.772188,0,False,,0.817778,2,4,5,0,0.481897,2684653,0.458677,0.02322,1,3,1,False,False,SAME_INFERRED,-1.0,MATCH,2684654,NARROW_DECISION_BAND,1396,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,ROLE,CLEAR
1919510,,1864046,Native Limited Edition Vanilla Cream & Pumpkin Body Wash 18 FL OZ,Native Limited Edition Toasted Vanilla & Honey Body Wash,REVIEW,True,0.243177,0.025192,0.610277,0,False,,0.657143,3,5,7,0,0.243177,2034269,0.151991,0.091186,1,3,2,True,False,SAME,1.0,MATCH,1864046,NARROW_DECISION_BAND,1416,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FLAVOR_SCENT_SHADE,CLEAR
2208109,,113933,"Pantene Pro-V Shampoo Daily Moisture Renewal, 27.7 oz",Pantene Pro-V Daily Moisture Renewal Shampoo,REVIEW,True,0.553447,0.025192,0.815915,0,False,,1.0,3,3,5,0,0.553447,113937,0.228198,0.325249,1,3,0,True,False,SAME,-1.0,MATCH,113933,V17_FINAL_IDENTITY_CATALOG_REVIEW,1418,False,B_METADATA_OZ_SIZE,,,,,,,,
2204309,,108939,"Gorilla Tape Tough & Wide, Black Tape, 2.88"" x 25 yd","Gorilla Tape, Black",REVIEW,True,0.339106,0.025192,0.681577,0,False,,0.92,3,2,5,0,0.339106,109385,0.018254,0.320853,1,3,0,True,False,SAME,-1.0,MATCH,108939,RECALL_RESCUE_REVIEW,1451,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,OTHER,CLEAR
2102686,,951152,"Renuzit Aroma Adjustables Long Last Air Freshener, After The Rain, 7 Ounces","Renuzit Gel Air Freshener, After the Rain",REVIEW,True,0.286135,0.025192,0.643959,0,False,,0.736,3,4,6,0,0.286135,,0.0,0.286135,1,1,1,True,False,SAME,1.0,MATCH,951152,V17_FINAL_IDENTITY_CATALOG_REVIEW,1576,True,V17_COLLISION_NATIONAL_SKU_IDENTITY,,MATCH,,V17_STRUCTURED_EVIDENCE,1,SAME_BRAND_PRODUCT,NONE,CLEAR
361429,,1092161,"Classico Roasted Garlic Alfredo Spaghetti Pasta Sauce, 15 oz. Jar","Classico Pasta Sauce, Creamy Alfredo",REVIEW,True,0.228455,0.025192,0.597829,0,False,,0.69,3,4,6,0,0.228455,,0.0,0.228455,1,1,1,True,False,SAME,1.0,MATCH,1092161,V17_FINAL_IDENTITY_CATALOG_REVIEW,1641,True,V17_COLLISION_NATIONAL_SKU_IDENTITY,ATTRIBUTE_ASYMMETRY:flavor,MATCH,,V17_STRUCTURED_EVIDENCE,1,SAME_BRAND_PRODUCT,NONE,PROBABLE
2220134,,2024950,Mott's Assorted Fruit Flavored Snacks 3 Count 2.4 oz,Mott's Assorted Fruit Fruit Flavored Snacks,REVIEW,True,0.503811,0.195545,0.785546,0.269743,False,,1.0,3,3,5,1,0.415768,101756,0.366749,0.049019,1,3,0,True,False,SAME,-1.0,MATCH,2024950,V17_FINAL_SAFETY_REVIEW,1749,True,ONE_SIDED_EXPLICIT_COUNT,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
1927651,,949587,Head and Shoulders Old Spice Pure Sport Anti-Dandruff Shampoo 21.9oz,"Head & Shoulders Men 2 in 1 Dandruff Shampoo and Conditioner, Old Spice Pure Sport",REVIEW,True,0.151411,0.025192,0.520671,0,False,,0.657143,3,3,5,0,0.151411,949632,0.035194,0.116217,1,3,0,True,False,SAME,-1.0,MATCH,949587,NARROW_DECISION_BAND,1759,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,VARIANT,CLEAR
1927665,,112005,"Head and Shoulders Men 2 in 1 Dandruff Shampoo and Conditioner, Sandalwood, 28.2 fl oz","Head & Shoulders 2 in 1 Dandruff Shampoo and Conditioner, Green Apple",REVIEW,True,0.107364,0.025192,0.460595,0,False,,0.552,3,4,6,0,0.107364,949632,0,0.107364,3,3,3,True,False,SAME,1.0,MATCH,112005,NARROW_DECISION_BAND,1794,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FLAVOR_SCENT_SHADE,CLEAR
1927663,,949632,"Head and Shoulders Men 2 in 1 Dandruff Shampoo Bourbon, 12.8 oz","Head & Shoulders Men 2 in 1 Dandruff Shampoo and Conditioner, Old Spice Swagger",REVIEW,True,0.180339,0.025192,0.552588,0,False,,0.69,3,3,5,0,0.180339,949587,0.180339,0.0,1,3,0,True,False,SAME,-1.0,MATCH,949632,NARROW_DECISION_BAND,1810,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FLAVOR_SCENT_SHADE,CLEAR
371652,,109266,"Mrs. Meyer's Clean Day Liquid Hand Soap, Oat Blossom Scent, 12.5 Ounce Bottle","Mrs. Meyer's Clean Day Hand Soap, Rose Scent",REVIEW,True,0.244763,0.025192,0.611587,0,False,,0.766667,2,3,4,0,0.244763,107091,0.244763,0.0,1,3,3,True,False,SAME,-1.0,MATCH,109266,NARROW_DECISION_BAND,1815,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FLAVOR_SCENT_SHADE,CLEAR
2076352,,115537,Coppertone Sport Continuous Spray SPF 70+ 6 oz,Wegmans Sport Broad Spectrum SPF 70 Clear Continuous Spray Sunscreen,REVIEW,True,0.392629,0.025192,0.716766,0,False,,0.736,2,5,7,0,0.392629,115212,0,0.392629,1,3,0,False,False,UNKNOWN,0.45,MATCH,115537,NARROW_DECISION_BAND,1906,False,,,,,,,,,
2778995,,91857,"Fairlife Ultra-Filtered Milk, 2% Reduced Fat, 8 Fl Oz, 6 Count","Fairlife Milk, Ultra-Filtered, Reduced Fat, Chocolate, 2%",REVIEW,True,0.162531,0.195545,0.533476,0.269743,False,,0.736,3,2,6,1,0.134128,91776,0.130901,0.003227,1,3,1,True,False,SAME,-1.0,MATCH,91857,NARROW_DECISION_BAND,1912,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
2756336,,114433,"Hefty Ultra Strong 13 Gallon Trash Bags, Tall Kitchen Trash Bags, Pink, Fabuloso Watermelon Scent, 20 Bags",Hefty Strong 13 Gallon Tall Kitchen Drawstring Bags,REVIEW,True,0.293101,0.025192,0.649117,0,False,,0.766667,3,3,6,0,0.293101,113390,0.153702,0.1394,1,3,3,True,False,SAME,-1.0,MATCH,114433,NARROW_DECISION_BAND,2008,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
2233243,,110167,"GE Always-on LED Plug-in Night Light, 2-Pack, Soft White Glow, 6.5 in, 3.63 in","GE Light Bulbs, LED, Soft White, 15 Watts, 2 Pack",REVIEW,True,0.193335,0.025192,0.565622,0,False,,0.613333,3,4,8,0,0.193335,110179,0.193335,0.0,1,3,1,True,False,SAME,1.0,MATCH,110167,NARROW_DECISION_BAND,2145,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,ROLE,CLEAR
2078301,,949246,"Blue Lizard Australian Mineral Sunscreen Spray, Kids, SPF 50+, 4.5 oz","Blue Lizard Mineral Sunscreen, Broad Spectrum SPF 50, Kids",REVIEW,True,0.223861,0.025192,0.593831,0,False,,0.613333,3,4,8,0,0.223861,949208,0,0.223861,3,3,1,True,False,SAME,-1.0,MATCH,949246,NARROW_DECISION_BAND,2172,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FORM,CLEAR
1944923,,96578,"Betty Crocker Rich and Creamy Chocolate Frosting, Gluten Free, 16 oz","Betty Crocker Frosting, Creamy White, Rich & Creamy",REVIEW,True,0.279249,0.025192,0.638786,0,False,,0.69,3,4,7,0,0.279249,96370,0,0.279249,3,3,1,True,False,SAME,1.0,MATCH,96578,NARROW_DECISION_BAND,2255,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,FLAVOR_SCENT_SHADE,CLEAR
2756369,,948594,"Charmin Ultra Strong Clean Touch Toilet Paper, 18 Family Mega Rolls = 90 Regular Rolls",Charmin Ultra Strong Toilet Paper Mega Rolls,REVIEW,True,0.247685,0.025192,0.613985,0,False,,0.92,3,2,4,0,0.247685,,0.0,0.247685,2,1,1,True,False,SAME,-1.0,MATCH,948594,V17_FINAL_IDENTITY_CATALOG_REVIEW,2282,True,V17_COLLISION_ROLL_COUNT,ATTRIBUTE_ASYMMETRY:absorbency,MATCH,,V17_STRUCTURED_EVIDENCE,2,SAME_BRAND_PRODUCT,NONE,PROBABLE
2756368,,950668,"Brawny Tear-A-Square Paper Towels, 6 Double Rolls, 3 Sheet Sizes, Strong Paper Towel (2 Pack)","Brawny Paper Towels, 2-Ply, Tear-A-Square",REVIEW,True,0.143842,0.025192,0.511506,0,False,,0.736,3,2,5,0,0.143842,1088559,0.062261,0.081581,3,3,2,True,False,SAME,-1.0,MATCH,950668,NARROW_DECISION_BAND,2283,True,"ATTRIBUTE_ASYMMETRY:explicit_multipack,model_or_part_identifier",,MATCH,,V17_STRUCTURED_EVIDENCE,1,SAME_BRAND_PRODUCT,NONE,PROBABLE
2391889,,106245,"Aveeno Skin Relief Body Wash Fragrance-Free Refill Pouch, 36 fl. oz","Aveeno Body Wash, Skin Relief, Fragrance Free",REVIEW,True,0.16247,0.025192,0.533408,0,False,,0.613333,3,4,6,0,0.16247,107678,0.008242,0.154228,1,3,1,True,False,SAME,0.45,MATCH,106245,NARROW_DECISION_BAND,2288,False,,,,,,,,,
2756351,,110183,"Great Value 13-Gallon Drawstring Strong Flex Tall Kitchen Bags, Unscented, 40 Bags","Wegmans Strong & Flexible Unscented Tall Kitchen Drawstring Bags, 13 Gallon",REVIEW,True,0.159559,0.025192,0.530125,0,False,,0.69,2,3,6,0,0.159559,110191,0.159559,0.0,1,3,1,False,True,PRIVATE,-1.0,MATCH,110183,NARROW_DECISION_BAND,2309,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
2755956,,90026,"Mumm Sparkling Wine Brut Rose, 750 ml Bottle, 12.5% ABV",Mumm California Brut Rose Sparkling Wine,REVIEW,True,0.469657,0.025192,0.764712,0,False,,0.766667,2,5,7,0,0.469657,90416,0.268086,0.201571,1,3,0,False,False,UNKNOWN,1.0,MATCH,90026,NARROW_DECISION_BAND,2388,False,,,,,,,,,
2756355,,114433,"Hefty Ultra Strong 13 Gallon Trash Bags, Tall Kitchen Trash Bags, Peach, Fabuloso Peach Scent, 80 Bags",Hefty Strong 13 Gallon Tall Kitchen Drawstring Bags,REVIEW,True,0.293101,0.025192,0.649117,0,False,,0.766667,3,3,6,0,0.293101,113390,0.153702,0.1394,2,3,3,True,False,SAME,-1.0,MATCH,114433,NARROW_DECISION_BAND,2396,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
2233602,,111579,"GE LED 10W (60W Equivalent) Soft White General Purpose Light Bulbs, A19 Bulb Shape, Medium Base, 13 Year Life, Dimmable, 4pk","GE Light Bulb, LED A19, 3-Way, Classic Shape, Soft White, 6/12/17 Watts",REVIEW,True,0.251459,0.071711,0.617055,0.131784,False,,0.715556,3,3,7,1,0.239459,111581,0.033661,0.205798,2,3,1,True,False,SAME,-1.0,MATCH,111579,NARROW_DECISION_BAND,2409,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,ROLE,CLEAR
2113091,,112829,Bullfrog Quik Spray Sunscreen SPF 50 | Oxybenzone & Octinoxate Free | Broad Spectrum Moisturizing UVA/UVB,"Sun Bum Sunscreen Spray, Broad Spectrum SPF 50",REVIEW,True,0.346437,0.025192,0.686534,0,False,,0.92,1,3,4,0,0.346437,950922,0.191893,0.154544,1,3,0,False,False,UNKNOWN,-1.0,MATCH,112829,NARROW_DECISION_BAND,2419,False,,,,,,,,,
2233646,,951013,"Cottonelle Ultra Comfort Toilet Paper, Soft Toilet Tissue, 30 Mega Rolls","Cottonelle Ultra Comfort Toilet Paper, Mega, 2-Ply",REVIEW,True,0.164633,0.025192,0.535816,0,False,,0.766667,3,2,5,0,0.164633,950911,0.164633,0.0,1,3,1,True,False,SAME,-1.0,MATCH,951013,NARROW_DECISION_BAND,2476,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
2233701,,109714,"Command Medium Picture Hangers, Holds 10 lbs, White, Damage-Free Hanging, 4 Pairs Adhesive Strips","Command Picture Hanging Strips, Medium",REVIEW,True,0.339106,0.025192,0.681577,0,False,,0.92,3,2,5,0,0.339106,1090022,0.143842,0.195265,1,3,0,True,False,SAME,-1.0,MATCH,109714,V17_FINAL_IDENTITY_CATALOG_REVIEW,2543,False,V17_COLLISION_NATIONAL_SKU_IDENTITY,,,,,,,,
2220540,,110184,"Great Value 13-Gallon Strong Flex Drawstring Tall Kitchen Trash Bags, Lavender Fields Scent, 20 Bags","Wegmans Strong & Flexible Lavender Scent Tall Kitchen Drawstring Bags with Odor Guard, 13 Gallon",REVIEW,True,0.114593,0.025192,0.47176,0,False,,0.585455,2,3,7,0,0.114593,110181,0.114593,0.0,1,3,1,False,True,PRIVATE,-1.0,MATCH,110184,NARROW_DECISION_BAND,2690,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,QUANTITY,CLEAR
2233743,,114506,Master Lock 1-3/4in Laminated Steel Padlock with Key and 1-1/2in Shackle,Master Lock Padlock,REVIEW,True,0.247685,0.025192,0.613985,0,False,,0.92,3,2,4,0,0.247685,113209,0.0277,0.219985,1,3,1,True,False,SAME,-1.0,MATCH,114506,NARROW_DECISION_BAND,2693,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,OTHER,CLEAR
2233873,,113112,"Command Large Picture Hangers, Holds 15 lbs, Black, Damage-Free Hanging, 12 Pairs Adhesive Strips","Command Picture Hanging Strips, Large",REVIEW,True,0.247685,0.025192,0.613985,0,False,,0.92,3,2,4,0,0.247685,106888,0.104388,0.143296,1,3,0,True,False,SAME,-1.0,MATCH,113112,V17_FINAL_IDENTITY_CATALOG_REVIEW,2785,False,V17_COLLISION_NATIONAL_SKU_IDENTITY,,,,,,,,
2233924,,109714,"Command Medium Picture Hangers, Holds 10 lbs, White, Damage-Free Hanging, 6 Pairs Adhesive Strips","Command Picture Hanging Strips, Medium",REVIEW,True,0.339106,0.025192,0.681577,0,False,,0.92,3,2,5,0,0.339106,1090022,0.143842,0.195265,1,3,0,True,False,SAME,-1.0,MATCH,109714,V17_FINAL_IDENTITY_CATALOG_REVIEW,2811,False,V17_COLLISION_NATIONAL_SKU_IDENTITY,,,,,,,,
2234001,,114901,"Command Small Wire Toggle Hooks, Clear, Damage Free Decorating, Five Hooks","Command Wire Hooks, Small, Clear",REVIEW,True,0.339106,0.025192,0.681577,0,False,,0.92,3,2,5,0,0.339106,106616,0.083226,0.255881,1,3,0,True,False,SAME,-1.0,MATCH,114901,V17_FINAL_IDENTITY_CATALOG_REVIEW,2851,False,V17_COLLISION_NATIONAL_SKU_IDENTITY,,,,,,,,
2234038,,113112,"Command Bath Picture Hanging Strips, Large, White, 4 Water Resistant Pairs","Command Picture Hanging Strips, Large",REVIEW,True,0.215327,0.025192,0.586244,0,False,,0.92,2,2,3,0,0.215327,,0.0,0.215327,1,1,1,True,False,SAME,-1.0,MATCH,113112,V17_FINAL_IDENTITY_CATALOG_REVIEW,2883,True,V17_COLLISION_NATIONAL_SKU_IDENTITY,ATTRIBUTE_ASYMMETRY:waterproof_status,MATCH,,V17_STRUCTURED_EVIDENCE,1,SAME_BRAND_PRODUCT,NONE,PROBABLE
1942013,,103066,"Cheez-It Extra Big Cheese Crackers, Baked Snack Crackers, 11.7 oz","Cheez-It Baked Snack Cheese Crackers, Reduced Fat Original",REVIEW,True,0.17457,0.025192,0.546567,0,False,,0.613333,3,5,7,0,0.17457,951808,0.113536,0.061034,1,3,1,True,False,SAME,0.9,MATCH,103066,NARROW_DECISION_BAND,2889,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,OTHER,PROBABLE
2234178,,106215,"Gorilla Glue Clear Mounting Tape  Bonus 66 Inch Roll, Great for indoor and outdoor use.","Gorilla Glue, Clear",REVIEW,True,0.339106,0.025192,0.681577,0,False,,0.92,3,2,5,0,0.339106,2129113,0.247685,0.091422,2,3,0,True,False,SAME,-1.0,MATCH,106215,NARROW_DECISION_BAND,2991,True,,,NON_MATCH,,V17_STRUCTURED_EVIDENCE,0,NONE,OTHER,CLEAR
